customer_id,Name,age,gender,phone_number,customer_location,purchase_date,product_category,purchase_amount,preferred_payment_method,loyality_score,purchase_year,estimated_profit
921,Kimmi Sommerscales,24,Female,640-911-4422,Kurnool,16.10.2023,Groceries,34060,Cash,19,2023,3406.0
922,Frederique Measham,49,Female,787-627-6264,Kurnool,26.6.2021,Home Appliances,26822,Cash,36,2021,2682.2000000000003
923,Marylee Samms,17,Unknown,202-532-3921,Kurnool,8.10.2023,Electronics,17995,Cash,87,2023,1799.5
924,Zilvia Kharchinski,60,Female,547-720-2916,Kurnool,18.9.2023,Books,92863,Cash,23,2023,9286.300000000001
925,Ilse Genever,59,Female,969-355-8386,Chittor,12.9.2022,Groceries,88713,Cash,1,2022,8871.300000000001
926,Catherina Tulk,45,Male,404-389-7644,Vijayawada,25.10.2022,Groceries,54156,Cash,24,2022,5415.6
927,Nessi Godman,20,Female,656-847-9821,Chittor,8.12.2022,Books,34346,Cash,70,2022,3434.6000000000004
928,Jephthah Alexandrou,58,Female,507-210-5580,Kurnool,11.5.2023,Groceries,83771,Mobile payment,45,2023,8377.1
929,Rossy Poley,48,Male,969-496-7837,Chittor,14.1.2023,Clothing,31302,Credit card,76,2023,3130.2000000000003
930,Zonda Souten,43,Female,922-293-5655,Guntur,25.12.2023,Toys,29082,Credit card,61,2023,2908.2000000000003
931,Shelli Itzchaki,19,Male,416-342-0208,Chittor,6.3.2022,Electronics,76999,Cash,16,2022,7699.900000000001
932,Zsa zsa Hanniger,40,Male,597-689-1695,Vizag,29.1.2023,Groceries,72550,Mobile payment,58,2023,7255.0
933,Carver Duckfield,33,Female,623-449-6343,Kurnool,1.10.2023,Electronics,14143,Mobile payment,20,2023,1414.3000000000002
934,Isac Torrance,19,Female,829-511-7686,Vizag,31.7.2021,Groceries,26060,Cash,74,2021,2606.0
935,Gusella Bontine,43,Female,719-519-7560,Chittor,2.8.2023,Electronics,22751,Credit card,5,2023,2275.1
936,Bordie Inchboard,24,Female,969-359-9447,Vizag,19.3.2021,Books,70067,Cash,58,2021,7006.700000000001
937,Wendell McCarthy,57,Unknown,316-139-5215,Chittor,30.10.2023,Groceries,23769,Mobile payment,55,2023,2376.9
938,Angela Wynes,58,Female,724-300-0740,Vijayawada,2.10.2021,Groceries,30064,Mobile payment,66,2021,3006.4
939,Eloisa Leversha,27,Female,542-903-9972,Vijayawada,4.3.2022,Clothing,40696,Mobile payment,73,2022,4069.6000000000004
940,Abbe Macer,29,Unknown,773-905-6206,Kurnool,20.6.2021,Unkown,28188,Cash,45,2021,2818.8
941,Mortimer Malinowski,30,Male,643-263-7440,Vijayawada,6.11.2023,Books,87749,Cash,76,2023,8774.9
942,Bernardina Lanning,18,Male,764-573-5101,Guntur,29.1.2021,Electronics,70442,Cash,74,2021,7044.200000000001
943,Jana Coffey,60,Unknown,452-926-6219,Kurnool,10.3.2021,Books,94156,Mobile payment,23,2021,9415.6
944,Lawrence Hamnett,50,Female,734-565-4963,Vijayawada,12.3.2023,Home Appliances,98722,Mobile payment,72,2023,9872.2
945,Marilin Kilsby,45,Female,122-104-5227,Chittor,18.1.2023,Electronics,91662,Credit card,73,2023,9166.2
946,Ennis Stobo,32,Female,919-558-0951,Guntur,3.9.2023,Groceries,58307,Mobile payment,55,2023,5830.700000000001
947,Alex Trime,41,Female,330-676-7953,Kurnool,11.5.2023,Home Appliances,32112,Cash,89,2023,3211.2000000000003
948,Konstance Passie,58,Female,433-759-4493,Kurnool,25.1.2023,Electronics,63314,Cash,92,2023,6331.400000000001
949,Merilyn Franschini,42,Female,237-723-9579,Kurnool,13.11.2022,Electronics,93842,Credit card,19,2022,9384.2
950,Gerry Oliphand,16,Male,463-934-3631,Kurnool,6.3.2021,Books,12967,Credit card,82,2021,1296.7
951,Shirlee Crocket,33,Unknown,530-388-1730,Chittor,8.8.2021,Groceries,15703,Credit card,22,2021,1570.3000000000002
952,Cecelia Obispo,48,Male,758-306-6848,Vijayawada,26.10.2023,Books,85058,Credit card,10,2023,8505.800000000001
953,Ramon Featherbie,55,Male,462-212-9624,Guntur,26.1.2023,Toys,12898,Cash,6,2023,1289.8000000000002
954,Fulvia Longo,42,Female,830-860-7163,Vijayawada,17.8.2023,Toys,87305,Cash,13,2023,8730.5
955,Sara Boother,22,Male,713-452-2967,Unkown,26.10.2022,Groceries,76008,Cash,48,2022,7600.8
956,Ulrick Bickford,52,Male,293-765-9758,Vizag,30.11.2021,Groceries,16040,Credit card,92,2021,1604.0
957,Emmy Pay,56,Female,800-756-8528,Guntur,17.4.2021,Toys,97640,Credit card,83,2021,9764.0
958,Corissa Musto,44,Unknown,833-666-5556,Kurnool,25.11.2023,Books,51333,Mobile payment,55,2023,5133.3
959,Benji Coping,54,Unknown,650-175-9407,Chittor,2.2.2021,Electronics,50005,Mobile payment,13,2021,5000.5
960,Clarice Dronsfield,57,Male,567-573-4715,Vizag,27.9.2021,Clothing,63923,Cash,75,2021,6392.3
961,Livvy Whitehorne,24,Female,825-237-7028,Vizag,2.11.2022,Books,24679,Cash,90,2022,2467.9
962,Rudolf Jent,54,Female,293-168-9800,Vijayawada,27.5.2022,Unkown,21633,Credit card,41,2022,2163.3
963,Laurie Songhurst,16,Male,802-852-9467,Chittor,4.12.2022,Electronics,94384,Cash,13,2022,9438.4
964,Gael Yo,36,Female,104-470-4329,Guntur,27.1.2022,Groceries,67567,Credit card,20,2022,6756.700000000001
965,Carie Moutray Read,20,Female,931-356-2503,Chittor,17.5.2023,Groceries,62889,Mobile payment,31,2023,6288.900000000001
966,Caz Pettifor,56,Female,604-739-9532,Chittor,16.11.2022,Books,42840,Mobile payment,10,2022,4284.0
967,Sergei Pabelik,43,Male,284-417-5328,Guntur,26.9.2021,Electronics,25926,Credit card,16,2021,2592.6000000000004
968,Orelia O'Kerin,27,Female,328-664-5964,Vijayawada,19.2.2021,Electronics,52642,Cash,36,2021,5264.200000000001
969,Bella Cockle,49,Male,984-970-5022,Guntur,23.1.2021,Groceries,17967,Mobile payment,90,2021,1796.7
970,Matelda Hunstone,29,Unknown,517-261-3433,Chittor,24.10.2021,Clothing,54156,Mobile payment,24,2021,5415.6
971,Clemmy Mordie,35,Female,958-304-7075,Vijayawada,21.6.2021,Electronics,69308,Mobile payment,55,2021,6930.8
972,Christopher Barton,23,Female,339-746-9545,Vizag,13.11.2023,Clothing,77532,Cash,9,2023,7753.200000000001
973,Shandie Spring,17,Male,384-945-1713,Vizag,3.2.2023,Electronics,52586,Credit card,8,2023,5258.6
974,Brig Cattellion,51,Female,955-591-7308,Kurnool,14.2.2023,Unkown,96046,Cash,17,2023,9604.6
975,Cecily Monnoyer,48,Female,284-985-9845,Vijayawada,11.1.2021,Groceries,44903,Cash,87,2021,4490.3
976,Freeman Wathey,36,Unknown,513-858-1942,Vijayawada,24.1.2022,Groceries,54156,Mobile payment,10,2022,5415.6
977,Jervis Woodeson,44,Male,162-813-5218,Kurnool,12.8.2023,Toys,52371,Credit card,7,2023,5237.1
978,Odo Solomonides,51,Male,988-726-0939,Chittor,26.3.2023,Groceries,50713,Mobile payment,19,2023,5071.3
979,Christye Gowanson,53,Male,198-284-4020,Vijayawada,9.3.2023,Toys,42126,Credit card,39,2023,4212.6
980,Doralyn Durbridge,26,Female,858-268-4694,Vizag,25.6.2021,Books,62320,Mobile payment,43,2021,6232.0
981,Selestina Bruckman,43,Male,917-407-4808,Guntur,13.10.2023,Toys,79817,Credit card,41,2023,7981.700000000001
982,Hatty Karpenya,16,Female,501-502-5190,Kurnool,13.1.2021,Toys,77827,Credit card,70,2021,7782.700000000001
983,Emyle Cotsford,42,Female,613-749-3721,Guntur,3.4.2022,Home Appliances,86887,Cash,69,2022,8688.7
984,Symon Wines,56,Female,209-419-6213,Kurnool,9.12.2023,Home Appliances,89896,Mobile payment,63,2023,8989.6
985,Kellby Brewin,26,Male,147-131-1210,Chittor,5.7.2023,Electronics,52429,Cash,44,2023,5242.900000000001
986,Blake Gligori,36,Male,894-254-9928,Vizag,16.7.2023,Clothing,33351,Credit card,19,2023,3335.1000000000004
987,Land Rowena,39,Unknown,407-800-6183,Kurnool,31.10.2021,Unkown,36266,Mobile payment,64,2021,3626.6000000000004
988,Kristoforo Zoren,47,Female,521-264-1816,Vijayawada,6.8.2021,Books,39590,Credit card,32,2021,3959.0
989,Lily Di Biasi,21,Unknown,264-332-5567,Kurnool,2.7.2021,Toys,95748,Cash,86,2021,9574.800000000001
990,Glen Ferriday,40,Male,308-754-0255,Vijayawada,19.2.2022,Toys,54156,Cash,71,2022,5415.6
991,Carlyn Darell,31,Male,347-147-8930,Unkown,1.10.2021,Toys,91491,Credit card,6,2021,9149.1
992,Freemon Purkis,34,Female,532-261-6435,Vijayawada,18.11.2021,Groceries,56351,Cash,7,2021,5635.1
993,Amaleta Grim,46,Unknown,136-786-7153,Vizag,9.1.2023,Books,43544,Credit card,82,2023,4354.400000000001
994,Lynna Queen,29,Unknown,433-971-4046,Kurnool,10.6.2023,Books,23210,Mobile payment,60,2023,2321.0
995,Llywellyn Enoksson,48,Male,921-813-8190,Kurnool,29.5.2021,Electronics,22630,Cash,59,2021,2263.0
996,Dosi McKinnon,48,Female,853-325-7208,Vijayawada,5.6.2021,Unkown,46612,Credit card,4,2021,4661.2
997,Elladine Loadwick,46,Male,339-311-9405,Vizag,14.2.2022,Books,86921,Mobile payment,47,2022,8692.1
998,Kevyn Bellocht,37,Female,540-228-5513,Guntur,20.1.2023,Books,99819,Cash,27,2023,9981.900000000001
999,Guthry Jori,54,Male,827-162-2096,Guntur,8.7.2021,Clothing,94608,Credit card,24,2021,9460.800000000001
1000,Nelie Grimoldby,37,Female,824-455-8877,Vijayawada,12.11.2023,Groceries,54156,Cash,84,2023,5415.6
